http://dyjy.dtdjzx.gov.cn/resourcedetailed/2982960448340992,【我与宪法微视频】印象宪法
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2982976766297088,【我与宪法微视频】《宪法》就在你我身边
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2982974079370240,【我与宪法微视频】宪法——我们的守护神
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2982972369273856,【我与宪法微视频】我与宪法的故事
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2982970038354944,【我与宪法微视频】宪法护航中国梦 人民生活更美好
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2982966518793216,【我与宪法微视频】宪法在身边
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984359436665856,一纸合同
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984358476186624,偷一罚十
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984357883888640,天上掉下来的“礼物”
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984357165597696,惊喜还是惊吓
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984355674342400,拿不回的押金
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984360052720640,未分的“按揭房”
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984354495464448,谁来为车险买单
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984353616217088,神圣的一票
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984352817431552,看房惊魂记
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984351668945920,继承风波
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984350741824512,高回扣的“份子钱”
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984349765420032,冒牌“医生”
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984348828533760,传销披上“理财”的外衣
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984346267632640,宠物之责
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2984344977376256,被盗的隐私
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2975852122833920,“海市蜃楼”能住吗？
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2975854474724352,“见面会”后的黑手
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2975855418606592,郝局长，不好啦
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2975856197862400,不是理财是敛财
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2975857096705024,跑路的“分析师”
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2975857806754816,奇怪的电话
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2978515074450432,诚信经营，依法维权
http://dyjy.dtdjzx.gov.cn/resourcedetailed/2978515861685248,18万元“升级”一次
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3196263690273792,《礼行天下》之维和部队
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3189417539961856,90后高铁守厕姑娘
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3004190411490304,《必由之路》第七集 大国之盾
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3005328370304000,《必由之路》第八集 共同命运
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3002797249446912,《必由之路》第六集 兴国之魂
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3002796233442304,《必由之路》第五集 立国之本
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3002795442963456,《必由之路》第四集 力量之源
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3002794007528448,《必由之路》第三集 伟大跨越
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3002793105933312,《必由之路》第二集 关键抉择
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3002759397868544,《必由之路》第一集 历史之约
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121823136400384,人如其名的车间主任——市劳动模范、山东三方化工集团有限公司掺混肥车间主任慕事业
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121827961291776,键盘舞者——市党代表、罗庄区农村商业银行罗西支行会计主管张志刚
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123119894430720,“面”面俱到 ——市党代表、临沂米面加工有限公司生产副经理董炳增
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123216434267136,用新闻传递力量——市党代表、沂南县广播电视台新闻部主任李敏
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123217669719040,创新路上青春飞扬——市党代表、平邑县中联水泥有限公司财务总监陈玮
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121770175644672,医学影像师——市党代表、河东区妇幼保健院影像室主任孙志芳
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123250381636608,走进百姓心窝的女支书——省人大代表、市党代表、兰陵县鲁城镇寺前村党支部书记郭红
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123251957990400,为人民规划城市—市党代表、沂水县规划局工程师李晓东
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121673341273088,一诺千金——十九大党代表、时代楷模、兰陵县代村党委书记、村委会主任王传喜
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123172335993856,用真情酿美酒——第九届白酒国家评委、山东蒙山酿酒有限公司质管部部长、研发中心主任阚玲
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121692215690240,喜看稻菽千重浪——省优秀共产党员、郯城县种子公司副经理杨百战
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121770175644672,医学影像师——市党代表、河东区妇幼保健院影像室主任孙志芳
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123175993689088,老郁——经济技术开发区梅家埠街道水利站站长郁有光
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121746565268480,甘做百姓解忧人——全国模范人民调解员、沂南县依汶镇司法调解员崔长文
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123179972101120,山后的书记——市党代表、罗庄区罗庄街道小山后社区党支部书记上官相锋
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121765466145792,热血铸就金色奖牌——省党代表、平邑县体校校长、教练员张霞
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121768562738176,孙成果的成果——市劳动模范、山东开元百货有限公司总经理孙成果
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121770175644672,医学影像师——市党代表、河东区妇幼保健院影像室主任孙志芳
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123240584954880,天平卫士——市党代表、河东区人民法院汤头法庭庭长张洪波
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123245235684352,不忘初心——全国劳动模范、临沂恒昌焦化公司调度室副主任杜明勤
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123249035510784,守护——市党代表、山东烟草复烤有限公司沂水复烤场维修工黄宁
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123253116126208,夏天——市党代表、临沂光耀实验学校校长汤强兴
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3123255202137088,崔峰的绿色梦——市党代表、山东金升有色集团有限公司计划运营部经理崔峰
http://dyjy.dtdjzx.gov.cn/resourcedetailed/3121770175644672,医学影像师——市党代表、河东区妇幼保健院影像室主任孙志芳
