http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu26.jpg,我谈过最长的恋爱，就是自恋，我爱自己，没有情敌,http://www.weiweiqi.com/archives/69976.html,"1、我谈过最长的恋爱，就是自恋，我爱自己，没有情敌。生活很累，别让心灵再累；生命不长，别让自己硬扛。请保持一个童心，那会是一件幸福的事。
2、忘记一个人，并非不……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu25.jpg,愿从今往后的你，别等困了再睡，别等伤了才退,http://www.weiweiqi.com/archives/69974.html,"1、生活中本就充满了失望，不是所有的等待都能如愿以偿。你且笑对，不必慌张。时间会告诉我们，简单的喜欢，最长远；平凡中的陪伴，最心安；懂你的人，最温暖。
2、再烫……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu28.jpg,没有人为你的失败负责，只有人为你的成功喝彩,http://www.weiweiqi.com/archives/69972.html,"1、人活着就应该像齐天大圣，疯过，爱过，恨过，闯过，拼过，努力过，但从没怕过。不管现实有多么惨不忍睹，你都要持之以恒的相信，这只是黎明前短暂的黑暗而已。
2、买……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu27.jpg,每一个你讨厌的现在，都有一个不够努力的曾经,http://www.weiweiqi.com/archives/69970.html,"1、努力去做一个可爱的人，不羡慕谁，也不埋怨谁，在自己的道路上，欣赏自己的风景，遇见自己的幸福。每一个你讨厌的现在，都有一个不够努力的曾经。
2、总有一天你会明……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu30.jpg,你的脸上云淡风轻，谁也不知道你的牙咬得有多紧,http://www.weiweiqi.com/archives/69968.html,1、世界上，唯独骗不了的，是自己的心，它总在你最没提防时，暴露你的欢喜忧愁。太多的情话让人矫情，太多的哲理让人麻木，太多的现实让我们显得世故。单纯，是多么奢侈……,：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu29.jpg,容易被辜负的，永远都是那些天真又心软的人,http://www.weiweiqi.com/archives/69966.html,"1、请记住：永远不要因为新鲜感，扔掉一直陪伴你的人。承诺要趁晚拒绝要趁早。当你遇到一个安心的以后，你就会明白，什么都不用说，你在，便是最好的承诺。
2、真正的坚……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu31.jpg,这世界上有一千种等待，最好的一种叫做来日可期,http://www.weiweiqi.com/archives/69964.html,"1、生活就像只鸭子，表面都从容淡定，其实水底下在拼命的划水，想要过好生活，就要拼命划。就算终有一散，也别辜负相遇。好好相遇，好好告别。
2、哭是给自己听的，笑是……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu33.jpg,要生活得漂亮，需要付出极大忍耐，一不抱怨，二不解释,http://www.weiweiqi.com/archives/69962.html,"1、脾气这东西，发出去是秉性，收回来是功力。生活的高手，从来不会让情绪控制自己。当有负面情绪的时候，不要说，管好自己的嘴，有时候做哑巴，是一种境界。
2、如果一……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu32.jpg,愿你有前进一寸的勇气，亦有后退一尺的从容,http://www.weiweiqi.com/archives/69960.html,"1、生命太短，没时间留给遗憾。若不是终点，请一直微笑向前。日子还长，过客很多，也不差你一个，就此别过，分手快乐。
2、生活，在喜怒哀乐间走走停停。不知道会遇见什……",：2018-10-29 
http://www.weiweiqi.com/wp-content/uploads/2018/10/tubutu35.jpg,自己对媳妇不好，就不要怪别人对你媳妇好,http://www.weiweiqi.com/archives/69958.html,"1、你并不是一无所有，你还有病啊！你这么努力，忍受了那么多寂寞和痛苦，可也没见你有多优秀啊！自己对媳妇不好，就不要怪别人对你媳妇好。
2、男生不会无缘无故对你好……",：2018-10-29 
